date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:50	210226/210226	------	200	untouched ('OK')	text/html	date:Wed,%2008%20Feb%202023%2009:03:27%20GMT	https://dotwork.qodeinteractive.com/	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/index.html	(from )
15:52:50	128/128	------	200	untouched ('OK')	text/plain	date:Tue,%2007%20Feb%202023%2015:02:45%20GMT	https://dotwork.qodeinteractive.com/robots.txt		(from )
15:52:50	115277/115277	------	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2009:03:44%20GMT	https://dotwork.qodeinteractive.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/xmlrpc.280db0.delayed	(from https://dotwork.qodeinteractive.com/)
15:52:50	32672/32672	------	200	untouched ('')	application/rss+xml	etag:%22fbf467606d5fbf9e34e7dac231aeb982%22	https://dotwork.qodeinteractive.com/feed/	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/feed/index.html	(from https://dotwork.qodeinteractive.com/)
15:52:50	11352/11352	------	200	untouched ('')	application/rss+xml	etag:%22fbf467606d5fbf9e34e7dac231aeb982%22	https://dotwork.qodeinteractive.com/comments/feed/	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/comments/feed/index.html	(from https://dotwork.qodeinteractive.com/)
15:52:50	462565/462565	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:45:07%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.10.0	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.minf7be.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	88932/88932	------	200	untouched ('OK')	text/css	date:Tue,%2016%20Aug%202022%2011:11:31%20GMT	https://dotwork.qodeinteractive.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-includes/css/dist/block-library/style.min1eb7.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Feb%202023%2009:04:03%20GMT	https://dotwork.qodeinteractive.com/%22https://dotwork.qodeinteractive.com/wp-content/uploads/2018/05/h1-parallax-mask-1.png%22	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/_https_/dotwork.qodeinteractive.com/wp-content/uploads/2018/05/h1-parallax-mask-1.44.delayed	(from https://dotwork.qodeinteractive.com/)
15:52:50	10419/10419	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2010:58:25%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=8.5.1	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style2ff6.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	230573/230573	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2010:58:25%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=8.5.1	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style2ff6.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	1091/1091	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2010:58:11%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-bar.css?ver=7.3.3	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-barba31.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	2226/2226	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2010:57:58%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.4	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles77e1.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	115553/115553	------	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Feb%202023%2009:04:07%20GMT	https://dotwork.qodeinteractive.com/%22https:/dotwork.qodeinteractive.com/wp-content/uploads/2018/05/h1-parallax-mask-1.png	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/_https_/dotwork.qodeinteractive.com/wp-content/uploads/2018/05/h1-parallax-mask-1.45.delayed	(from https://dotwork.qodeinteractive.com/)
15:52:50	7504/7504	------	200	untouched ('OK')	text/css	etag:W/%2263c16c7d-1d50%22	https://export.qodethemes.com/_toolbar/assets/css/rbt-modules.css?ver=6.0.3	C:/My%20Web%20Sites/tatto/export.qodethemes.com/_toolbar/assets/css/rbt-modules1eb7.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	99657/99657	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2010:58:07%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.min.css?ver=4.3.0	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.minb2f9.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	13825/13825	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2010:58:07%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.css?ver=4.3.0	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.minb2f9.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	14965/14965	------	200	untouched ('OK')	text/css	date:Mon,%2024%20Oct%202022%2010:58:07%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.css?ver=6.0.3	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min1eb7.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Feb%202023%2009:04:20%20GMT	https://dotwork.qodeinteractive.com/%22https://dotwork.qodeinteractive.com/wp-content/uploads/2018/05/h1-parallax-mask-2.png%22	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/_https_/dotwork.qodeinteractive.com/wp-content/uploads/2018/05/h1-parallax-mask-2.4c.delayed	(from https://dotwork.qodeinteractive.com/)
15:52:50	13677/13677	------	200	untouched ('OK')	text/css	date:Mon,%2004%20Jul%202022%2010:05:10%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min.css?ver=6.0.3	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min1eb7.css	(from https://dotwork.qodeinteractive.com/)
15:52:50	44829/44829	------	200	untouched ('OK')	text/css	date:Mon,%2004%20Jul%202022%2010:05:10%20GMT	https://dotwork.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=6.0.3	C:/My%20Web%20Sites/tatto/dotwork.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min1eb7.css	(from https://dotwork.qodeinteractive.com/)
